path,prompt,melody,cond,coherence_true,coherence_shuffled_mean,coherence_shuffled_max,voiced_fraction
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_descending_probe_high.wav,prompt6,descending,probe_0.1,0.09411764705882353,0.0823529411764706,0.13823529411764707,0.9883720930232558
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_descending_probe_low.wav,prompt6,descending,probe_0.03,0.05627705627705628,0.08579299488390398,0.30303030303030304,0.6715116279069767
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_descending_probe_mid.wav,prompt6,descending,probe_0.05,0.10324483775811209,0.08152319656744435,0.20353982300884957,0.9854651162790697
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt6_descending_probe_strong.wav,prompt6,descending,probe_0.2,0.10882352941176471,0.08101604278074866,0.1411764705882353,0.9883720930232558
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_alternating_baseline.wav,prompt7,alternating,baseline,0.02702702702702703,0.08845208845208846,0.27364864864864863,0.9833887043189369
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_alternating_combined.wav,prompt7,alternating,combined,0.39361702127659576,0.0551257253384913,0.1595744680851064,0.6245847176079734
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_alternating_itc.wav,prompt7,alternating,itc,0.0,0.09090909090909091,0.2923076923076923,0.8637873754152824
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_alternating_probe_high.wav,prompt7,alternating,probe_0.1,0.29136690647482016,0.0644211903204709,0.2805755395683453,0.9235880398671097
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_alternating_probe_low.wav,prompt7,alternating,probe_0.03,0.29296875,0.06427556818181818,0.1953125,0.8504983388704319
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_alternating_probe_mid.wav,prompt7,alternating,probe_0.05,0.3187250996015936,0.06193408185440057,0.30677290836653387,0.8338870431893688
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_alternating_probe_strong.wav,prompt7,alternating,probe_0.2,0.29856115107913667,0.06376716808371484,0.2697841726618705,0.9235880398671097
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_ascending_baseline.wav,prompt7,ascending,baseline,0.008849557522123894,0.09010458567980692,0.23008849557522124,0.9854651162790697
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_ascending_combined.wav,prompt7,ascending,combined,0.3389830508474576,0.060092449922958396,0.19915254237288135,0.686046511627907
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_ascending_itc.wav,prompt7,ascending,itc,0.0,0.09090909090909091,0.2706270627062706,0.8808139534883721
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_ascending_probe_high.wav,prompt7,ascending,probe_0.1,0.27129337539432175,0.06624605678233438,0.21766561514195584,0.9215116279069767
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_ascending_probe_low.wav,prompt7,ascending,probe_0.03,0.22073578595317725,0.07084220127698389,0.1505016722408027,0.8691860465116279
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_ascending_probe_mid.wav,prompt7,ascending,probe_0.05,0.28135593220338984,0.06533127889060092,0.2033898305084746,0.8575581395348837
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_ascending_probe_strong.wav,prompt7,ascending,probe_0.2,0.24172185430463577,0.06893437688139675,0.18543046357615894,0.877906976744186
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_descending_baseline.wav,prompt7,descending,baseline,0.008849557522123894,0.09010458567980692,0.23008849557522124,0.9854651162790697
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_descending_combined.wav,prompt7,descending,combined,0.2770700636942675,0.06572090330052113,0.13694267515923567,0.9127906976744186
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_descending_itc.wav,prompt7,descending,itc,0.0,0.09090909090909091,0.221875,0.9302325581395349
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_descending_probe_high.wav,prompt7,descending,probe_0.1,0.2626582278481013,0.06703107019562715,0.14240506329113925,0.9186046511627907
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_descending_probe_low.wav,prompt7,descending,probe_0.03,0.21885521885521886,0.07101316192225283,0.1447811447811448,0.8633720930232558
/home/stoneyey/Desktop/MIC/outputs/generated_audio/prompt7_descending_probe_mid.wav,prompt7,descending,probe_0.05,0.284375,0.06505681818181819,0.125,0.9302325581395349
